"rep","mode","n_changepoints","precision","recall","F1","changepoints"
147,"right",7,1,0.7,0.823529411764706,"1070,1525,1685,1866,2047,2581,2768"
147,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2572,2768"
148,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2045,2574,2768"
148,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
149,"right",6,0.666666666666667,0.4,0.5,"1070,1555,1685,1866,2047,2705"
149,"both",8,0.625,0.5,0.555555555555556,"1070,1555,1685,1866,2047,2428,2572,2765"
150,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2010,2589,2768"
150,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
151,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2031,2732"
151,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2584,2769"
152,"right",7,1,0.7,0.823529411764706,"1070,1528,1685,1866,2047,2591,2766"
152,"both",8,0.875,0.7,0.777777777777778,"1070,1528,1685,1866,2047,2428,2581,2766"
153,"right",5,0.6,0.3,0.4,"1070,1646,1866,2045,2718"
153,"both",9,0.555555555555556,0.5,0.526315789473684,"1070,1206,1575,1685,1866,2047,2428,2573,2768"
154,"right",7,0.571428571428571,0.4,0.470588235294118,"1109,1526,1685,1866,2036,2591,2906"
154,"both",8,0.375,0.3,0.333333333333333,"1109,1526,1685,1866,2036,2428,2573,2905"
155,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2047,2767"
155,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
156,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2765"
156,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
157,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2727"
157,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
158,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
158,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
159,"right",7,1,0.7,0.823529411764706,"1070,1529,1685,1866,2047,2591,2768"
159,"both",8,0.75,0.6,0.666666666666667,"1070,1529,1685,1866,2047,2428,2571,2768"
160,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1877,2048,2585,2768"
160,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1877,2047,2428,2575,2768"
161,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1941,2046,2592,2771"
161,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
162,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2706"
162,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2578,2774"
163,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2572,2768"
163,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2581,2768"
164,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2036,2575,2768"
164,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
165,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2590,2768"
165,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2578,2768"
166,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2021,2750"
166,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2765"
167,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1666,1866,2047,2566,2768"
167,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1666,1866,2047,2428,2566,2768"
168,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2029,2737"
168,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
169,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1883,2047,2582,2768"
169,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1883,2047,2428,2582,2768"
170,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2033,2586,2768"
170,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
171,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1682,1866,2047,2725"
171,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1682,1866,2047,2427,2572,2768"
172,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,1989,2739"
172,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
173,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2048,2585,2775"
173,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2775"
174,"right",6,0.666666666666667,0.4,0.5,"1070,1567,1685,1866,2047,2706"
174,"both",8,0.625,0.5,0.555555555555556,"1070,1567,1685,1866,2047,2428,2575,2766"
175,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2099,2709"
175,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2768"
176,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1680,1866,2041,2578,2768"
176,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1680,1866,2042,2428,2573,2768"
177,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2023,2736"
177,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2736"
178,"right",7,0.857142857142857,0.6,0.705882352941176,"1071,1524,1685,1866,2048,2565,2768"
178,"both",8,0.75,0.6,0.666666666666667,"1071,1524,1685,1866,2047,2428,2577,2768"
179,"right",6,0.666666666666667,0.4,0.5,"1070,1534,1685,1866,2001,2712"
179,"both",8,0.875,0.7,0.777777777777778,"1070,1534,1685,1866,2001,2411,2582,2768"
180,"right",7,0.571428571428571,0.4,0.470588235294118,"1070,1526,1674,1866,1992,2565,2768"
180,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1674,1866,2047,2428,2573,2768"
181,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2037,2721"
181,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
182,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2744"
182,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2576,2744"
183,"right",5,0.8,0.4,0.533333333333333,"1070,1599,1866,2047,2765"
183,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2450,2768"
184,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1916,2047,2586,2768"
184,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1916,2047,2409,2469,2768"
185,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2047,2764"
185,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
186,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2023,2725"
186,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2037,2428,2572,2762"
187,"right",6,0.833333333333333,0.5,0.625,"1070,1538,1685,1866,2047,2768"
187,"both",8,0.625,0.5,0.555555555555556,"1070,1538,1685,1866,2047,2428,2572,2768"
188,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1575,1685,1866,2043,2594,2765"
188,"both",8,0.625,0.5,0.555555555555556,"1070,1575,1685,1866,2047,2428,2577,2765"
189,"right",7,1,0.7,0.823529411764706,"1070,1525,1685,1866,2044,2591,2765"
189,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2573,2765"
190,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1890,2047,2757"
190,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1890,2047,2428,2576,2766"
191,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2718"
191,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2718"
192,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1866,2047,2562,2768"
192,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2573,2768"
193,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1680,1886,2010,2589,2769"
193,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1680,1886,2010,2409,2580,2769"
194,"right",5,0.8,0.4,0.533333333333333,"1070,1648,1866,2047,2764"
194,"both",8,0.625,0.5,0.555555555555556,"1070,1575,1685,1866,2047,2428,2574,2768"
195,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1528,1685,1866,2047,2590,2792"
195,"both",8,0.75,0.6,0.666666666666667,"1070,1528,1685,1866,2051,2428,2572,2771"
196,"right",7,1,0.7,0.823529411764706,"1070,1524,1685,1866,2047,2591,2769"
196,"both",8,0.75,0.6,0.666666666666667,"1070,1524,1685,1866,2047,2428,2574,2769"
197,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2729"
197,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2767"
198,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2709"
198,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2574,2712"
199,"right",6,0.5,0.3,0.375,"1070,1564,1685,1866,2070,2731"
199,"both",8,0.625,0.5,0.555555555555556,"1070,1564,1685,1866,2047,2428,2578,2768"
200,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1866,2047,2591,2784"
200,"both",8,0.625,0.5,0.555555555555556,"1070,1525,1685,1866,2047,2425,2572,2781"
201,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2554,2765"
201,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
202,"right",6,0.666666666666667,0.4,0.5,"1070,1525,1685,1866,2032,2733"
202,"both",8,0.875,0.7,0.777777777777778,"1070,1525,1685,1866,2047,2428,2591,2768"
203,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2673"
203,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2762"
204,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2030,2591,2768"
204,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
205,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2729"
205,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
206,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2576,2768"
206,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2578,2768"
207,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
207,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2584,2768"
208,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
208,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
209,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2774"
209,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2422,2577,2768"
210,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1569,1685,1866,2039,2592,2772"
210,"both",8,0.625,0.5,0.555555555555556,"1070,1569,1685,1866,2047,2428,2572,2768"
211,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1684,1866,2047,2569,2767"
211,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1684,1866,2047,2428,2581,2767"
212,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2575,2765"
212,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2765"
213,"right",7,1,0.7,0.823529411764706,"1070,1526,1684,1866,2047,2589,2768"
213,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1684,1866,2047,2428,2577,2767"
214,"right",7,0.714285714285714,0.5,0.588235294117647,"1120,1526,1685,1866,2047,2558,2768"
214,"both",8,0.625,0.5,0.555555555555556,"1120,1526,1685,1866,2047,2428,2573,2768"
215,"right",7,0.714285714285714,0.5,0.588235294117647,"1096,1526,1685,1923,2047,2591,2768"
215,"both",7,0.571428571428571,0.4,0.470588235294118,"1096,1526,1685,1923,2047,2573,2768"
216,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2027,2737"
216,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
217,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2026,2768"
217,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
218,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2593,2769"
218,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2048,2428,2591,2769"
219,"right",7,0.714285714285714,0.5,0.588235294117647,"1137,1526,1685,1866,2046,2555,2768"
219,"both",9,0.666666666666667,0.6,0.631578947368421,"1070,1526,1685,1866,2047,2428,2572,2768,3238"
220,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2047,2768"
220,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
221,"right",7,1,0.7,0.823529411764706,"1070,1525,1685,1866,2047,2592,2768"
221,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2572,2768"
222,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2570,2768"
222,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2578,2768"
223,"right",6,0.833333333333333,0.5,0.625,"1070,1524,1685,1866,2047,2748"
223,"both",8,0.75,0.6,0.666666666666667,"1070,1524,1685,1866,2047,2428,2573,2768"
224,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1866,2047,2577,2768"
224,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2425,2577,2768"
225,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2048,2585,2766"
225,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2430,2572,2766"
226,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2576,2768"
226,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2768"
227,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
227,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
228,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2003,2582,2768"
228,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
229,"right",7,0.857142857142857,0.6,0.705882352941176,"1114,1526,1685,1866,2046,2591,2768"
229,"both",8,0.625,0.5,0.555555555555556,"1114,1526,1685,1866,2047,2428,2573,2768"
230,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2689"
230,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2736"
231,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2015,2711"
231,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2574,2714"
232,"right",6,0.666666666666667,0.4,0.5,"1081,1526,1685,1866,2047,2679"
232,"both",8,0.5,0.4,0.444444444444444,"1081,1526,1685,1866,2047,2428,2573,2735"
233,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1540,1685,1866,2047,2591,2769"
233,"both",8,0.75,0.6,0.666666666666667,"1070,1540,1685,1866,2047,2428,2591,2769"
234,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2701"
234,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
235,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2590,2768"
235,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2567,2768"
236,"right",6,0.5,0.3,0.375,"1085,1526,1685,1866,2083,2715"
236,"both",8,0.625,0.5,0.555555555555556,"1085,1526,1685,1866,2047,2428,2573,2768"
237,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2716"
237,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
238,"right",7,1,0.7,0.823529411764706,"1070,1527,1685,1866,2047,2591,2768"
238,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1685,1866,2047,2428,2576,2768"
239,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2717"
239,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
240,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2047,2433,2725"
240,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2765"
241,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1546,1685,1866,2048,2575,2768"
241,"both",8,0.625,0.5,0.555555555555556,"1070,1546,1685,1866,2047,2428,2579,2768"
242,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2043,2736"
242,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2043,2428,2579,2767"
243,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2554,2768"
243,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2573,2768"
244,"right",7,0.428571428571429,0.3,0.352941176470588,"1070,1548,1685,1866,2029,2576,2733"
244,"both",8,0.375,0.3,0.333333333333333,"1070,1548,1685,1866,2030,2428,2575,2733"
245,"right",7,0.714285714285714,0.5,0.588235294117647,"1115,1526,1685,1866,2047,2591,2756"
245,"both",8,0.5,0.4,0.444444444444444,"1115,1526,1685,1866,2047,2428,2573,2756"
246,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1925,2048,2559,2768"
246,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2049,2428,2575,2768"
247,"right",7,1,0.7,0.823529411764706,"1070,1525,1685,1866,2047,2594,2768"
247,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2579,2768"
248,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2679"
248,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2741"
249,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2037,2730"
249,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2730"
250,"right",7,0.714285714285714,0.5,0.588235294117647,"1136,1526,1685,1866,2047,2590,2780"
250,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2421,2575,2780"
251,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1872,1984,2591,2768"
251,"both",9,0.777777777777778,0.7,0.736842105263158,"614,1070,1526,1685,1866,2047,2428,2587,2768"
252,"right",6,0.666666666666667,0.4,0.5,"1070,1525,1685,1866,2014,2730"
252,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2576,2768"
253,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2043,2591,2768"
253,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2043,2428,2572,2768"
254,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2770"
254,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2770"
255,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1884,2047,2592,2768"
255,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1884,2047,2409,2489,2765"
256,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2589,2768"
256,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2430,2591,2768"
257,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2026,2731"
257,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2421,2576,2768"
258,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2022,2589,2770"
258,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2770"
259,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2030,2660"
259,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2731"
260,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2044,2591,2768"
260,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2044,2428,2572,2768"
261,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2590,2765"
261,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2765"
262,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2021,2594,2777"
262,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2021,2428,2572,2777"
263,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
263,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
264,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1524,1685,1866,2043,2557,2768"
264,"both",8,0.75,0.6,0.666666666666667,"1070,1524,1685,1866,2047,2428,2572,2769"
265,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2041,2585,2769"
265,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2582,2768"
266,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2008,2696"
266,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2008,2428,2591,2769"
267,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2770"
267,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2429,2573,2766"
268,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1904,2030,2581,2775"
268,"both",8,0.5,0.4,0.444444444444444,"1070,1526,1685,1904,2030,2428,2575,2775"
269,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2599,2767"
269,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2766"
270,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
270,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
271,"right",6,0.5,0.3,0.375,"1081,1526,1685,1866,2016,2757"
271,"both",8,0.625,0.5,0.555555555555556,"1081,1526,1685,1866,2047,2428,2572,2774"
272,"right",6,0.666666666666667,0.4,0.5,"1070,1540,1685,1866,2047,2750"
272,"both",8,0.625,0.5,0.555555555555556,"1070,1540,1685,1866,2045,2428,2572,2771"
273,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2549,2768"
273,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
274,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2592,2766"
274,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2766"
275,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2580,2768"
275,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
276,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1900,2041,2706"
276,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1900,2047,2428,2586,2706"
277,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2550,2767"
277,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2767"
278,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2043,2719"
278,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
279,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2007,2591,2766"
279,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2578,2766"
280,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1866,2047,2494,2768"
280,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2577,2768"
281,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2717"
281,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2767"
282,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2749"
282,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
283,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2718"
283,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2769"
284,"right",6,0.833333333333333,0.5,0.625,"1070,1525,1685,1866,2047,2755"
284,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2572,2767"
285,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2047,2570,2750"
285,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2766"
286,"right",7,0.714285714285714,0.5,0.588235294117647,"1093,1526,1685,1866,2046,2575,2768"
286,"both",8,0.625,0.5,0.555555555555556,"1093,1526,1685,1866,2047,2428,2577,2768"
287,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
287,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2579,2768"
288,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2012,2591,2768"
288,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2425,2575,2768"
289,"right",5,0.6,0.3,0.4,"1070,1645,1866,2047,2660"
289,"both",8,0.75,0.6,0.666666666666667,"1070,1572,1685,1866,2047,2428,2583,2772"
290,"right",6,0.666666666666667,0.4,0.5,"1070,1562,1685,1866,2047,2730"
290,"both",8,0.625,0.5,0.555555555555556,"1070,1562,1685,1866,2049,2421,2575,2767"
291,"right",6,0.666666666666667,0.4,0.5,"1070,1599,1866,2025,2591,2768"
291,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
292,"right",6,0.666666666666667,0.4,0.5,"1153,1527,1685,1866,2047,2671"
292,"both",7,0.714285714285714,0.5,0.588235294117647,"1070,1527,1685,1866,2047,2450,2746"
293,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2585,2766"
293,"both",9,0.666666666666667,0.6,0.631578947368421,"1070,1526,1685,1866,2047,2426,2577,2766,3470"
