"rep","mode","n_changepoints","precision","recall","F1","changepoints"
294,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2009,2590,2768"
294,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2042,2428,2572,2768"
295,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1922,2018,2588,2768"
295,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1922,2047,2428,2575,2768"
296,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2721"
296,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
297,"right",6,0.833333333333333,0.5,0.625,"1070,1525,1685,1866,2039,2724"
297,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2573,2765"
298,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2592,2791"
298,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2773"
299,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
299,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
300,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1653,1866,2047,2724"
300,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1653,1866,2047,2428,2572,2766"
301,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
301,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
302,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2726"
302,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2768"
303,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1592,1685,1866,2047,2560,2768"
303,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2429,2583,2768"
304,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2570,2768"
304,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2582,2768"
305,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2008,2583,2768"
305,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
306,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2046,2757"
306,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2426,2573,2757"
307,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1525,1685,1866,2045,2550,2730"
307,"both",8,0.625,0.5,0.555555555555556,"1070,1525,1685,1866,2047,2420,2575,2730"
308,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2668"
308,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2429,2572,2730"
309,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2047,2369,2671"
309,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2574,2710"
310,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2025,2734"
310,"both",9,0.666666666666667,0.6,0.631578947368421,"266,1070,1526,1685,1866,2047,2428,2573,2768"
311,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2028,2711"
311,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
312,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1541,1685,1866,2047,2591,2769"
312,"both",8,0.625,0.5,0.555555555555556,"1070,1541,1685,1866,2047,2428,2573,2768"
313,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2701"
313,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2701"
314,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2009,2587,2772"
314,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2772"
315,"right",7,0.714285714285714,0.5,0.588235294117647,"1098,1526,1685,1866,2035,2583,2769"
315,"both",8,0.625,0.5,0.555555555555556,"1098,1526,1685,1866,2047,2428,2576,2769"
316,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2043,2718"
316,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2429,2576,2763"
317,"right",6,0.833333333333333,0.5,0.625,"1070,1525,1685,1891,2047,2765"
317,"both",8,0.625,0.5,0.555555555555556,"1070,1525,1685,1891,2047,2428,2572,2766"
318,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1597,1685,1866,2047,2574,2768"
318,"both",8,0.75,0.6,0.666666666666667,"1070,1524,1685,1866,2047,2428,2580,2768"
319,"right",7,0.571428571428571,0.4,0.470588235294118,"1070,1526,1685,1866,2030,2565,2707"
319,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2422,2572,2707"
320,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2578,2768"
320,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
321,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2002,2585,2768"
321,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
322,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
322,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2578,2768"
323,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2030,2768"
323,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2768"
324,"right",7,0.714285714285714,0.5,0.588235294117647,"1104,1526,1685,1866,2048,2575,2768"
324,"both",8,0.625,0.5,0.555555555555556,"1104,1526,1685,1866,2048,2428,2573,2768"
325,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2718"
325,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
326,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1865,1972,2713"
326,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1865,2048,2428,2586,2768"
327,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2769"
327,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2769"
328,"right",6,0.666666666666667,0.4,0.5,"1070,1525,1685,1866,2007,2711"
328,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1685,1866,2047,2428,2572,2769"
329,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1825,2591,2766"
329,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1941,2047,2428,2572,2766"
330,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2587,2768"
330,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2768"
331,"right",6,0.833333333333333,0.5,0.625,"1070,1527,1685,1866,2047,2743"
331,"both",8,0.875,0.7,0.777777777777778,"1070,1527,1685,1866,2047,2428,2583,2768"
332,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2564,2768"
332,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2768"
333,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2582,2768"
333,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2588,2768"
334,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
334,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2423,2587,2768"
335,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2588,2768"
335,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2768"
336,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2732"
336,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2429,2573,2768"
337,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2042,2767"
337,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2591,2768"
338,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
338,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2576,2768"
339,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1557,1685,1866,2047,2591,2769"
339,"both",8,0.625,0.5,0.555555555555556,"1070,1557,1685,1866,2047,2428,2575,2769"
340,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2011,2676"
340,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2416,2572,2695"
341,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2039,2591,2768"
341,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
342,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2706"
342,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2589,2768"
343,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2050,2722"
343,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
344,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
344,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
345,"right",7,1,0.7,0.823529411764706,"1070,1525,1685,1866,2047,2591,2768"
345,"both",8,0.875,0.7,0.777777777777778,"1070,1525,1685,1866,2047,2410,2573,2768"
346,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2592,2768"
346,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2048,2428,2572,2768"
347,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2037,2590,2768"
347,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2767"
348,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2004,2551,2768"
348,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2004,2428,2585,2768"
349,"right",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2398,2591,2839"
349,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
350,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1525,1685,1866,2047,2377,2676"
350,"both",8,0.625,0.5,0.555555555555556,"1070,1525,1685,1866,2047,2428,2577,2752"
351,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
351,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2413,2572,2768"
352,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2767"
352,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2767"
353,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2589,2768"
353,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2576,2768"
354,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1661,1866,2007,2591,2767"
354,"both",8,0.5,0.4,0.444444444444444,"1070,1526,1661,1866,2007,2428,2572,2765"
355,"right",6,0.833333333333333,0.5,0.625,"1080,1526,1685,1866,2047,2735"
355,"both",8,0.75,0.6,0.666666666666667,"1080,1526,1685,1866,2047,2428,2578,2768"
356,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
356,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2427,2580,2768"
357,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2579,2768"
357,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2573,2768"
358,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2746"
358,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2429,2572,2768"
359,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1555,1685,1866,2041,2559,2778"
359,"both",8,0.5,0.4,0.444444444444444,"1070,1555,1685,1866,2047,2428,2575,2781"
360,"right",7,1,0.7,0.823529411764706,"1070,1530,1685,1866,2040,2586,2769"
360,"both",8,0.875,0.7,0.777777777777778,"1070,1530,1685,1866,2042,2428,2589,2769"
361,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
361,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
362,"right",5,0.6,0.3,0.4,"1069,1658,1866,2047,2732"
362,"both",7,0.714285714285714,0.5,0.588235294117647,"1070,1591,1685,1866,2047,2450,2768"
363,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1571,1685,1866,2047,2591,2767"
363,"both",8,0.625,0.5,0.555555555555556,"1070,1571,1685,1866,2047,2428,2573,2767"
364,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2007,2591,2769"
364,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2421,2574,2769"
365,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
365,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
366,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2587,2739"
366,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2739"
367,"right",6,0.666666666666667,0.4,0.5,"1069,1526,1685,1868,1990,2695"
367,"both",8,0.75,0.6,0.666666666666667,"1069,1526,1685,1868,2047,2428,2575,2768"
368,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2592,2768"
368,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2582,2768"
369,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,1973,2702"
369,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2738"
370,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2711"
370,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2764"
371,"right",7,0.857142857142857,0.6,0.705882352941176,"1073,1526,1685,1866,2041,2574,2768"
371,"both",8,0.75,0.6,0.666666666666667,"1073,1526,1685,1866,2047,2428,2576,2768"
372,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2044,2735"
372,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2591,2768"
373,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,1974,2742"
373,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
374,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1877,2032,2591,2768"
374,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1877,2047,2428,2572,2768"
375,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2013,2687"
375,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2761"
376,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2694"
376,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2707"
377,"right",7,1,0.7,0.823529411764706,"1070,1527,1685,1866,2047,2591,2768"
377,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1685,1866,2047,2428,2576,2768"
378,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
378,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
379,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2691"
379,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
380,"right",7,0.714285714285714,0.5,0.588235294117647,"1090,1526,1685,1866,2047,2570,2768"
380,"both",8,0.625,0.5,0.555555555555556,"1090,1526,1685,1866,2047,2425,2576,2768"
381,"right",7,1,0.7,0.823529411764706,"1070,1527,1685,1866,2045,2592,2771"
381,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1685,1866,2046,2422,2572,2768"
382,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1582,1685,1866,2015,2585,2768"
382,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1685,1866,2048,2431,2570,2768"
383,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,1969,2591,2768"
383,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2050,2428,2572,2768"
384,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2064,2768"
384,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2048,2428,2572,2768"
385,"right",5,0.6,0.3,0.4,"1193,1650,1866,2054,2768"
385,"both",8,0.5,0.4,0.444444444444444,"1118,1592,1685,1866,2047,2422,2572,2768"
386,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2025,2718"
386,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2768"
387,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2028,2590,2768"
387,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
388,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1519,1685,1866,2033,2586,2768"
388,"both",8,0.75,0.6,0.666666666666667,"1070,1519,1685,1866,2047,2428,2577,2768"
389,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2015,2719"
389,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
390,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2587,2772"
390,"both",9,0.666666666666667,0.6,0.631578947368421,"910,1069,1526,1685,1866,2047,2428,2578,2772"
391,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1523,1685,1866,2045,2577,2768"
391,"both",8,0.75,0.6,0.666666666666667,"1070,1523,1685,1866,2047,2428,2576,2768"
392,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2039,2591,2769"
392,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2769"
393,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2672"
393,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2698"
394,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2591,2800"
394,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
395,"right",7,1,0.7,0.823529411764706,"1070,1536,1680,1866,2047,2591,2768"
395,"both",8,0.875,0.7,0.777777777777778,"1070,1536,1680,1866,2047,2428,2584,2768"
396,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
396,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
397,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2046,2690"
397,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2046,2428,2575,2725"
398,"right",7,0.857142857142857,0.6,0.705882352941176,"1084,1526,1685,1866,2047,2591,2768"
398,"both",8,0.625,0.5,0.555555555555556,"1084,1526,1685,1866,2047,2428,2574,2768"
399,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2709"
399,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
400,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2013,2550,2768"
400,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
401,"right",7,1,0.7,0.823529411764706,"1070,1525,1683,1866,2042,2583,2768"
401,"both",8,0.75,0.6,0.666666666666667,"1070,1525,1683,1866,2047,2427,2576,2768"
402,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2700"
402,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2576,2733"
403,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1523,1685,1866,2047,2578,2773"
403,"both",9,0.666666666666667,0.6,0.631578947368421,"1070,1523,1685,1866,2047,2428,2572,2764,3547"
404,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2019,2673"
404,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2429,2572,2725"
405,"right",6,0.666666666666667,0.4,0.5,"1115,1524,1685,1866,2047,2742"
405,"both",7,0.714285714285714,0.5,0.588235294117647,"1115,1524,1685,1866,2047,2572,2766"
406,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2560,2765"
406,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
407,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2048,2591,2883"
407,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2048,2421,2578,2769"
408,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2047,2398,2640"
408,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
409,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2707"
409,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2420,2576,2768"
410,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2048,2585,2768"
410,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2579,2768"
411,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2592,2769"
411,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2769"
412,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1867,2021,2703"
412,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1867,2047,2426,2575,2703"
413,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
413,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2422,2575,2768"
414,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2026,2575,2768"
414,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
415,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2590,2768"
415,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2766"
416,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2757"
416,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2581,2768"
417,"right",7,0.714285714285714,0.5,0.588235294117647,"1113,1526,1685,1866,2047,2590,2744"
417,"both",8,0.5,0.4,0.444444444444444,"1113,1526,1685,1866,2047,2428,2572,2744"
418,"right",6,0.666666666666667,0.4,0.5,"1070,1530,1685,1866,2017,2757"
418,"both",8,0.625,0.5,0.555555555555556,"1070,1530,1685,1866,2017,2428,2574,2760"
419,"right",6,0.333333333333333,0.2,0.25,"1070,1662,1866,2034,2580,2741"
419,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2573,2741"
420,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2046,2721"
420,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2573,2768"
421,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2046,2704"
421,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2579,2771"
422,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2037,2591,2768"
422,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
423,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2585,2768"
423,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2571,2768"
424,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2559,2768"
424,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
425,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2562,2768"
425,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2768"
426,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2020,2717"
426,"both",9,0.777777777777778,0.7,0.736842105263158,"741,1070,1526,1685,1866,2047,2428,2581,2768"
427,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2591,2767"
427,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2046,2428,2591,2767"
428,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1523,1685,1866,2047,2562,2768"
428,"both",9,0.777777777777778,0.7,0.736842105263158,"602,1070,1523,1685,1866,2047,2428,2583,2768"
429,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2592,2774"
429,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2409,2508,2770"
430,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
430,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
431,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1535,1685,1866,2047,2398,2636"
431,"both",8,0.625,0.5,0.555555555555556,"1070,1535,1685,1866,2047,2428,2573,2691"
432,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2048,2563,2768"
432,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2048,2428,2586,2768"
433,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2029,2591,2765"
433,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2582,2765"
434,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2008,2555,2768"
434,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2044,2428,2576,2768"
435,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2590,2768"
435,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
436,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1922,2047,2592,2768"
436,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1525,1685,1922,2047,2582,2768"
437,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2034,2683"
437,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2429,2572,2768"
438,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2565,2768"
438,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
439,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2720"
439,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
440,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2562,2770"
440,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2450,2768"
