"k","n","SVP","SVP_nchanges","PELT","PELT_nchanges","penalty_svp","penalty_pelt"
11,10000,0.45999999999998,12,0.0110000000000241,11,36.8413614879047,18.4206807439524
11,10000,0.454999999999984,12,0.0120000000000005,11,36.8413614879047,18.4206807439524
11,10000,0.460000000000036,12,0.0120000000000005,11,36.8413614879047,18.4206807439524
11,10000,0.456999999999994,12,0.0109999999999673,11,36.8413614879047,18.4206807439524
11,10000,0.45999999999998,12,0.0110000000000241,11,36.8413614879047,18.4206807439524
11,10000,0.466000000000008,12,0.0120000000000005,11,36.8413614879047,18.4206807439524
11,10000,0.45999999999998,12,0.0109999999999673,11,36.8413614879047,18.4206807439524
11,10000,0.461000000000013,12,0.0120000000000005,11,36.8413614879047,18.4206807439524
12,10000,0.427999999999997,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.430999999999983,13,0.0109999999999673,12,36.8413614879047,18.4206807439524
12,10000,0.43199999999996,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.434999999999945,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.432999999999993,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.435000000000002,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.435999999999979,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
12,10000,0.43300000000005,13,0.0129999999999768,12,36.8413614879047,18.4206807439524
12,10000,0.436000000000035,13,0.0109999999999673,12,36.8413614879047,18.4206807439524
12,10000,0.435000000000002,13,0.0110000000000241,12,36.8413614879047,18.4206807439524
13,10000,0.408999999999992,14,0.00999999999999091,13,36.8413614879047,18.4206807439524
13,10000,0.404999999999973,14,0.0110000000000241,13,36.8413614879047,18.4206807439524
13,10000,0.406999999999982,14,0.0110000000000241,13,36.8413614879047,18.4206807439524
13,10000,0.404999999999973,14,0.00999999999999091,13,36.8413614879047,18.4206807439524
13,10000,0.407999999999959,14,0.0109999999999673,13,36.8413614879047,18.4206807439524
13,10000,0.409999999999968,14,0.0109999999999673,13,36.8413614879047,18.4206807439524
13,10000,0.407999999999959,14,0.00999999999999091,13,36.8413614879047,18.4206807439524
13,10000,0.410000000000025,14,0.00999999999999091,13,36.8413614879047,18.4206807439524
13,10000,0.413000000000011,14,0.0110000000000241,13,36.8413614879047,18.4206807439524
13,10000,0.412000000000035,14,0.0110000000000241,13,36.8413614879047,18.4206807439524
14,10000,0.380999999999972,15,0.00900000000001455,14,36.8413614879047,18.4206807439524
14,10000,0.384000000000015,15,0.00999999999999091,14,36.8413614879047,18.4206807439524
14,10000,0.385999999999967,15,0.00900000000001455,14,36.8413614879047,18.4206807439524
14,10000,0.384999999999991,15,0.00900000000001455,14,36.8413614879047,18.4206807439524
14,10000,0.383000000000038,15,0.00900000000001455,14,36.8413614879047,18.4206807439524
14,10000,0.382000000000005,15,0.00900000000001455,14,36.8413614879047,18.4206807439524
14,10000,0.387,15,0.00999999999999091,14,36.8413614879047,18.4206807439524
14,10000,0.386000000000024,15,0.0110000000000241,14,36.8413614879047,18.4206807439524
14,10000,0.388000000000034,15,0.00899999999995771,14,36.8413614879047,18.4206807439524
14,10000,0.381000000000029,15,0.0100000000000477,14,36.8413614879047,18.4206807439524
15,10000,0.35899999999998,16,0.00999999999999091,15,36.8413614879047,18.4206807439524
15,10000,0.363,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.361000000000047,16,0.00999999999999091,15,36.8413614879047,18.4206807439524
15,10000,0.362000000000023,16,0.00899999999995771,15,36.8413614879047,18.4206807439524
15,10000,0.363999999999976,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.365000000000009,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.361999999999966,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.361999999999966,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.366999999999962,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
15,10000,0.364000000000033,16,0.00900000000001455,15,36.8413614879047,18.4206807439524
16,10000,0.343999999999994,17,0.00900000000001455,16,36.8413614879047,18.4206807439524
16,10000,0.350000000000023,17,0.00900000000001455,16,36.8413614879047,18.4206807439524
16,10000,0.350999999999999,17,0.00799999999998136,16,36.8413614879047,18.4206807439524
16,10000,0.348000000000013,17,0.00999999999999091,16,36.8413614879047,18.4206807439524
16,10000,0.347999999999956,17,0.00900000000001455,16,36.8413614879047,18.4206807439524
16,10000,0.351999999999975,17,0.00899999999995771,16,36.8413614879047,18.4206807439524
16,10000,0.350999999999999,17,0.00799999999998136,16,36.8413614879047,18.4206807439524
16,10000,0.350999999999999,17,0.00900000000001455,16,36.8413614879047,18.4206807439524
16,10000,0.34699999999998,17,0.00899999999995771,16,36.8413614879047,18.4206807439524
16,10000,0.354000000000042,17,0.00900000000001455,16,36.8413614879047,18.4206807439524
17,10000,0.333000000000027,18,0.00899999999995771,17,36.8413614879047,18.4206807439524
17,10000,0.336999999999989,18,0.00899999999995771,17,36.8413614879047,18.4206807439524
17,10000,0.331000000000017,18,0.0080000000000382,17,36.8413614879047,18.4206807439524
17,10000,0.330000000000041,18,0.00900000000001455,17,36.8413614879047,18.4206807439524
17,10000,0.329000000000008,18,0.00900000000001455,17,36.8413614879047,18.4206807439524
17,10000,0.336999999999989,18,0.00900000000001455,17,36.8413614879047,18.4206807439524
17,10000,0.333000000000027,18,0.00900000000001455,17,36.8413614879047,18.4206807439524
17,10000,0.329000000000008,18,0.00799999999998136,17,36.8413614879047,18.4206807439524
17,10000,0.336000000000013,18,0.00900000000001455,17,36.8413614879047,18.4206807439524
17,10000,0.329999999999984,18,0.00799999999998136,17,36.8413614879047,18.4206807439524
18,10000,0.319000000000017,19,0.00799999999998136,18,36.8413614879047,18.4206807439524
18,10000,0.319999999999993,19,0.00799999999998136,18,36.8413614879047,18.4206807439524
18,10000,0.312000000000012,19,0.00799999999998136,18,36.8413614879047,18.4206807439524
18,10000,0.334000000000003,19,0.00900000000001455,18,36.8413614879047,18.4206807439524
18,10000,0.351999999999975,19,0.00900000000001455,18,36.8413614879047,18.4206807439524
18,10000,0.365999999999985,19,0.0110000000000241,18,36.8413614879047,18.4206807439524
18,10000,0.427999999999997,19,0.0120000000000005,18,36.8413614879047,18.4206807439524
18,10000,0.420999999999992,19,0.0110000000000241,18,36.8413614879047,18.4206807439524
18,10000,0.413000000000011,19,0.0120000000000005,18,36.8413614879047,18.4206807439524
18,10000,0.430999999999983,19,0.0120000000000005,18,36.8413614879047,18.4206807439524
19,10000,0.408000000000015,20,0.0110000000000241,19,36.8413614879047,18.4206807439524
19,10000,0.392999999999972,20,0.0109999999999673,19,36.8413614879047,18.4206807439524
19,10000,0.408000000000015,20,0.0109999999999673,19,36.8413614879047,18.4206807439524
19,10000,0.396999999999991,20,0.0109999999999673,19,36.8413614879047,18.4206807439524
19,10000,0.426999999999964,20,0.0110000000000241,19,36.8413614879047,18.4206807439524
19,10000,0.473000000000013,20,0.0109999999999673,19,36.8413614879047,18.4206807439524
19,10000,0.411999999999978,20,0.0110000000000241,19,36.8413614879047,18.4206807439524
19,10000,0.409999999999968,20,0.0110000000000241,19,36.8413614879047,18.4206807439524
19,10000,0.430999999999983,20,0.0120000000000005,19,36.8413614879047,18.4206807439524
19,10000,0.422000000000025,20,0.00999999999999091,19,36.8413614879047,18.4206807439524
20,10000,0.394000000000005,21,0.0110000000000241,20,36.8413614879047,18.4206807439524
20,10000,0.396999999999991,21,0.00999999999999091,20,36.8413614879047,18.4206807439524
20,10000,0.398000000000025,21,0.00999999999999091,20,36.8413614879047,18.4206807439524
20,10000,0.375999999999976,21,0.0110000000000241,20,36.8413614879047,18.4206807439524
20,10000,0.377999999999986,21,0.00999999999999091,20,36.8413614879047,18.4206807439524
20,10000,0.380999999999972,21,0.0100000000000477,20,36.8413614879047,18.4206807439524
20,10000,0.384000000000015,21,0.0110000000000241,20,36.8413614879047,18.4206807439524
20,10000,0.377999999999986,21,0.00999999999999091,20,36.8413614879047,18.4206807439524
20,10000,0.381999999999948,21,0.0110000000000241,20,36.8413614879047,18.4206807439524
20,10000,0.396999999999991,21,0.00999999999999091,20,36.8413614879047,18.4206807439524
21,10000,0.370000000000005,22,0.0100000000000477,21,36.8413614879047,18.4206807439524
21,10000,0.383999999999958,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
21,10000,0.377999999999986,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
21,10000,0.375999999999976,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
21,10000,0.37299999999999,22,0.00900000000001455,21,36.8413614879047,18.4206807439524
21,10000,0.370999999999981,22,0.0110000000000241,21,36.8413614879047,18.4206807439524
21,10000,0.375999999999976,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
21,10000,0.374000000000024,22,0.0110000000000241,21,36.8413614879047,18.4206807439524
21,10000,0.386000000000024,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
21,10000,0.377999999999986,22,0.00999999999999091,21,36.8413614879047,18.4206807439524
22,10000,0.368999999999971,23,0.00999999999999091,22,36.8413614879047,18.4206807439524
22,10000,0.360000000000014,23,0.0100000000000477,22,36.8413614879047,18.4206807439524
22,10000,0.354999999999961,23,0.00999999999999091,22,36.8413614879047,18.4206807439524
22,10000,0.353000000000009,23,0.00899999999995771,23,36.8413614879047,18.4206807439524
22,10000,0.34699999999998,23,0.00900000000001455,22,36.8413614879047,18.4206807439524
22,10000,0.376000000000033,23,0.00999999999999091,22,36.8413614879047,18.4206807439524
22,10000,0.349000000000046,23,0.00900000000001455,22,36.8413614879047,18.4206807439524
22,10000,0.351999999999975,23,0.0110000000000241,22,36.8413614879047,18.4206807439524
22,10000,0.384999999999991,23,0.00999999999999091,22,36.8413614879047,18.4206807439524
22,10000,0.380999999999972,23,0.00999999999999091,22,36.8413614879047,18.4206807439524
23,10000,0.338999999999999,24,0.00900000000001455,23,36.8413614879047,18.4206807439524
23,10000,0.342999999999961,24,0.00900000000001455,23,36.8413614879047,18.4206807439524
23,10000,0.348000000000013,24,0.00900000000001455,23,36.8413614879047,18.4206807439524
23,10000,0.510999999999967,24,0.0219999999999914,23,36.8413614879047,18.4206807439524
23,10000,2.43099999999998,24,0.0740000000000123,23,36.8413614879047,18.4206807439524
23,10000,2.78300000000002,24,0.0729999999999791,23,36.8413614879047,18.4206807439524
23,10000,2.81299999999999,24,0.0720000000000027,23,36.8413614879047,18.4206807439524
23,10000,2.81900000000002,24,0.0729999999999791,23,36.8413614879047,18.4206807439524
23,10000,2.81800000000004,24,0.0729999999999791,23,36.8413614879047,18.4206807439524
23,10000,2.84500000000003,24,0.0180000000000291,23,36.8413614879047,18.4206807439524
24,10000,0.326999999999998,25,0.007000000000005,24,36.8413614879047,18.4206807439524
24,10000,0.259000000000015,25,0.00900000000001455,24,36.8413614879047,18.4206807439524
24,10000,0.263999999999953,25,0.007000000000005,24,36.8413614879047,18.4206807439524
24,10000,0.274000000000001,25,0.00799999999998136,24,36.8413614879047,18.4206807439524
24,10000,0.278999999999996,25,0.007000000000005,24,36.8413614879047,18.4206807439524
24,10000,0.293999999999983,25,0.007000000000005,24,36.8413614879047,18.4206807439524
24,10000,0.266999999999996,25,0.00600000000002865,24,36.8413614879047,18.4206807439524
24,10000,0.267999999999972,25,0.00799999999998136,24,36.8413614879047,18.4206807439524
24,10000,0.271999999999991,25,0.0080000000000382,24,36.8413614879047,18.4206807439524
24,10000,0.274000000000001,25,0.00900000000001455,24,36.8413614879047,18.4206807439524
25,10000,0.244999999999976,26,0.00699999999997658,25,36.8413614879047,18.4206807439524
25,10000,0.280000000000001,26,0.00799999999998136,25,36.8413614879047,18.4206807439524
25,10000,0.282999999999987,26,0.00800000000000978,25,36.8413614879047,18.4206807439524
25,10000,0.280999999999977,26,0.00800000000000978,25,36.8413614879047,18.4206807439524
25,10000,0.283999999999992,26,0.00799999999998136,25,36.8413614879047,18.4206807439524
25,10000,0.271999999999991,26,0.007000000000005,25,36.8413614879047,18.4206807439524
25,10000,0.287000000000006,26,0.00800000000000978,25,36.8413614879047,18.4206807439524
25,10000,0.284999999999997,26,0.00800000000000978,25,36.8413614879047,18.4206807439524
25,10000,0.300000000000011,26,0.00900000000001455,25,36.8413614879047,18.4206807439524
25,10000,0.289999999999992,26,0.007000000000005,25,36.8413614879047,18.4206807439524
26,10000,0.26400000000001,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.259999999999991,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.260000000000019,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.260999999999996,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.263000000000005,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.263000000000005,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.264999999999986,27,0.00600000000000023,26,36.8413614879047,18.4206807439524
26,10000,0.258999999999986,27,0.00800000000000978,26,36.8413614879047,18.4206807439524
26,10000,0.257000000000005,27,0.007000000000005,26,36.8413614879047,18.4206807439524
26,10000,0.294000000000011,27,0.00800000000000978,26,36.8413614879047,18.4206807439524
27,10000,0.276999999999987,28,0.007000000000005,27,36.8413614879047,18.4206807439524
27,10000,0.292000000000002,28,0.007000000000005,27,36.8413614879047,18.4206807439524
27,10000,0.307999999999993,28,0.00800000000000978,27,36.8413614879047,18.4206807439524
27,10000,0.26400000000001,28,0.007000000000005,27,36.8413614879047,18.4206807439524
27,10000,0.260999999999996,28,0.00600000000000023,27,36.8413614879047,18.4206807439524
27,10000,0.25200000000001,28,0.007000000000005,27,36.8413614879047,18.4206807439524
27,10000,0.266999999999996,28,0.00600000000000023,27,36.8413614879047,18.4206807439524
27,10000,0.259000000000015,28,0.00799999999998136,27,36.8413614879047,18.4206807439524
27,10000,0.257000000000005,28,0.00699999999997658,27,36.8413614879047,18.4206807439524
27,10000,0.253999999999991,28,0.007000000000005,27,36.8413614879047,18.4206807439524
28,10000,0.243000000000023,29,0.00600000000000023,28,36.8413614879047,18.4206807439524
28,10000,0.245999999999981,29,0.007000000000005,28,36.8413614879047,18.4206807439524
28,10000,0.246000000000009,29,0.00600000000000023,28,36.8413614879047,18.4206807439524
28,10000,0.253000000000014,29,0.007000000000005,28,36.8413614879047,18.4206807439524
28,10000,0.255000000000024,29,0.007000000000005,29,36.8413614879047,18.4206807439524
28,10000,0.253000000000014,29,0.007000000000005,28,36.8413614879047,18.4206807439524
28,10000,0.254999999999995,29,0.00600000000000023,28,36.8413614879047,18.4206807439524
28,10000,0.257000000000005,29,0.00600000000000023,28,36.8413614879047,18.4206807439524
28,10000,0.265999999999991,29,0.007000000000005,28,36.8413614879047,18.4206807439524
28,10000,0.254000000000019,29,0.007000000000005,28,36.8413614879047,18.4206807439524
29,10000,0.251000000000005,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.242999999999995,30,0.007000000000005,29,36.8413614879047,18.4206807439524
29,10000,0.246000000000009,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.244999999999976,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.245999999999981,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.247000000000014,30,0.00800000000000978,29,36.8413614879047,18.4206807439524
29,10000,0.251000000000005,30,0.007000000000005,29,36.8413614879047,18.4206807439524
29,10000,0.253999999999991,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.253000000000014,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
29,10000,0.254999999999995,30,0.00600000000000023,29,36.8413614879047,18.4206807439524
30,10000,0.245000000000005,31,0.00600000000000023,30,36.8413614879047,18.4206807439524
30,10000,0.240999999999985,31,0.007000000000005,30,36.8413614879047,18.4206807439524
30,10000,0.247000000000014,31,0.00699999999997658,30,36.8413614879047,18.4206807439524
30,10000,0.246000000000009,31,0.00600000000000023,30,36.8413614879047,18.4206807439524
30,10000,0.25200000000001,31,0.007000000000005,30,36.8413614879047,18.4206807439524
30,10000,0.24799999999999,31,0.007000000000005,30,36.8413614879047,18.4206807439524
30,10000,0.251000000000005,31,0.007000000000005,30,36.8413614879047,18.4206807439524
30,10000,0.238999999999976,31,0.007000000000005,30,36.8413614879047,18.4206807439524
30,10000,0.246999999999986,31,0.00699999999997658,30,36.8413614879047,18.4206807439524
30,10000,0.253999999999991,31,0.00800000000000978,30,36.8413614879047,18.4206807439524
31,10000,0.257999999999981,32,0.007000000000005,31,36.8413614879047,18.4206807439524
31,10000,0.258999999999986,32,0.007000000000005,31,36.8413614879047,18.4206807439524
31,10000,0.260999999999996,32,0.007000000000005,31,36.8413614879047,18.4206807439524
31,10000,0.284999999999997,32,0.007000000000005,32,36.8413614879047,18.4206807439524
31,10000,0.283999999999992,32,0.00799999999998136,31,36.8413614879047,18.4206807439524
31,10000,0.293999999999983,32,0.00900000000001455,32,36.8413614879047,18.4206807439524
31,10000,0.323999999999984,32,0.00899999999998613,31,36.8413614879047,18.4206807439524
31,10000,0.324000000000012,32,0.00900000000001455,31,36.8413614879047,18.4206807439524
31,10000,0.376000000000005,32,0.00999999999999091,31,36.8413614879047,18.4206807439524
31,10000,0.385999999999996,32,0.0109999999999957,31,36.8413614879047,18.4206807439524
32,10000,0.481999999999999,33,0.01400000000001,32,36.8413614879047,18.4206807439524
32,10000,1.90099999999998,33,0.0569999999999879,32,36.8413614879047,18.4206807439524
32,10000,2.191,33,0.0560000000000116,32,36.8413614879047,18.4206807439524
32,10000,2.196,33,0.0569999999999879,32,36.8413614879047,18.4206807439524
32,10000,2.221,33,0.0569999999999879,32,36.8413614879047,18.4206807439524
32,10000,2.19899999999998,33,0.0559999999999832,32,36.8413614879047,18.4206807439524
32,10000,2.179,33,0.0579999999999927,32,36.8413614879047,18.4206807439524
32,10000,2.22799999999998,33,0.0559999999999832,32,36.8413614879047,18.4206807439524
32,10000,2.33000000000001,33,0.0579999999999927,32,36.8413614879047,18.4206807439524
32,10000,2.35799999999998,33,0.0559999999999832,32,36.8413614879047,18.4206807439524
33,10000,2.12100000000001,34,0.0550000000000068,33,36.8413614879047,18.4206807439524
33,10000,2.108,34,0.0550000000000068,33,36.8413614879047,18.4206807439524
33,10000,2.125,34,0.0560000000000116,33,36.8413614879047,18.4206807439524
