"n","PELT","PELT_nchanges","SVP","SVP_nchanges"
13842,0.431000000000004,0,0.347999999999999,1
13842,0.475000000000001,0,0.371000000000002,1
13842,0.433999999999997,0,0.356999999999999,1
13842,0.430999999999997,0,0.350000000000001,1
13842,0.448,0,0.327999999999996,1
14868,0.603000000000002,0,0.423000000000002,1
14868,0.495999999999995,0,0.387999999999998,1
14868,1.363,0,2.559,1
14868,3.364,0,2.627,1
14868,3.392,0,2.69499999999999,1
14868,3.40300000000001,0,2.666,1
14868,2.664,0,0.310999999999993,1
14868,0.340000000000003,0,0.284999999999997,1
14868,0.349000000000004,0,0.257000000000005,1
14868,0.307000000000002,0,0.251000000000005,1
14868,0.307000000000002,0,0.251999999999995,1
14868,0.298000000000002,0,0.255999999999986,1
14868,0.302000000000007,0,0.247,1
14868,0.301000000000002,0,0.23299999999999,1
14868,0.301000000000002,0,0.248999999999995,1
14868,0.299999999999997,0,0.249000000000009,1
14868,0.313000000000002,0,0.290000000000006,1
14868,0.312999999999988,0,0.25500000000001,1
14868,0.308999999999997,0,0.268000000000001,1
14868,0.313000000000002,0,0.262,1
15895,0.396,0,0.33,1
15895,0.384,0,0.315,1
15895,0.376,0,0.309,1
15895,0.379,0,0.308999999999999,1
15895,0.383999999999999,0,0.31,1
15895,0.376,0,0.315,1
15895,0.379,0,0.313,1
15895,0.381,0,0.312,1
15895,0.382,0,0.308000000000001,1
15895,0.382,0,0.313000000000001,1
15895,0.383000000000001,0,0.313000000000001,1
15895,0.386999999999999,0,0.313000000000001,1
15895,0.375,0,0.282,1
15895,0.378,0,0.292,1
15895,0.382000000000001,0,0.290999999999999,1
15895,0.376999999999999,0,0.285,1
15895,0.385000000000002,0,0.298,1
15895,0.383999999999999,0,0.290999999999999,1
15895,0.382,0,0.290999999999999,1
15895,0.385999999999999,0,0.306999999999999,1
16921,0.436999999999998,0,0.340000000000003,1
16921,0.436999999999998,0,0.323,1
16921,0.439,0,0.326000000000001,1
16921,0.443999999999999,0,0.337999999999997,1
16921,0.440999999999999,0,0.326000000000001,1
16921,0.456,0,0.356000000000002,1
16921,0.487000000000002,0,0.372,1
16921,0.542999999999999,0,0.408000000000001,1
16921,0.625,0,0.518000000000001,1
16921,0.844999999999999,0,0.626000000000001,1
16921,0.844999999999999,0,0.603999999999999,1
16921,0.773,0,0.496000000000002,1
16921,0.669,0,0.475000000000001,1
16921,0.675999999999998,0,0.5,1
16921,0.669999999999998,0,0.487000000000002,1
16921,0.677999999999997,0,0.491,1
16921,0.679000000000002,0,0.484000000000002,1
16921,0.667000000000002,0,0.528999999999996,1
16921,0.664000000000001,0,0.471000000000004,1
16921,0.662999999999997,0,0.498000000000005,1
17947,0.744999999999997,0,0.533999999999999,1
17947,0.757999999999996,0,0.545999999999999,1
17947,0.75,0,0.524000000000001,1
17947,0.747999999999998,0,0.524000000000001,1
17947,0.783000000000001,0,0.538000000000004,1
17947,0.734000000000002,0,0.527999999999999,1
17947,0.734000000000002,0,0.548999999999999,1
17947,0.741,0,0.517000000000003,1
17947,0.835999999999999,0,0.542000000000002,1
17947,0.840000000000003,0,3.395,1
17947,4.899,0,3.623,1
17947,4.92399999999999,0,3.877,1
17947,4.02,0,0.402999999999992,1
17947,0.50500000000001,0,0.412000000000006,1
17947,0.441000000000003,0,0.356999999999999,1
17947,0.450000000000003,0,0.343000000000004,1
17947,0.442000000000007,0,0.338999999999999,1
17947,0.436999999999998,0,0.323999999999998,1
17947,0.438999999999993,0,0.340000000000003,1
17947,0.436999999999998,0,0.375999999999991,1
18974,0.510999999999996,0,0.394000000000005,1
18974,0.518999999999991,0,0.394999999999996,1
18974,0.497,0,0.346999999999994,1
18974,0.503,0,0.36699999999999,1
18974,0.50200000000001,0,0.345999999999989,1
18974,0.500999999999991,0,0.344999999999999,1
18974,0.50800000000001,0,0.355000000000004,1
18974,0.501000000000005,0,0.350999999999999,1
18974,0.501000000000005,0,0.367000000000004,1
18974,0.50500000000001,0,0.350000000000009,1
18974,0.50800000000001,0,0.35799999999999,1
18974,0.512,0,0.352000000000004,1
18974,0.507000000000005,0,0.350999999999999,1
18974,0.506,0,0.355000000000004,1
18974,0.507999999999996,0,0.353999999999999,1
18974,0.513000000000005,0,0.358999999999995,1
18974,0.51100000000001,0,0.361000000000004,1
18974,0.512,0,0.353000000000009,1
18974,0.518999999999991,0,0.361999999999995,1
18974,0.512,0,0.362000000000009,1
20000,0.573999999999998,0,0.438999999999993,1
20000,0.654000000000011,0,0.531999999999996,1
20000,0.781000000000006,0,0.537999999999997,1
20000,0.772999999999996,0,0.554999999999993,1
20000,0.829999999999998,0,0.572000000000003,1
20000,0.844999999999999,0,0.537999999999997,1
20000,0.768000000000001,0,0.548000000000002,1
20000,0.780999999999992,0,0.647999999999996,1
20000,0.757000000000005,0,0.531999999999996,1
20000,0.765000000000001,0,0.570999999999998,1
20000,4.194,0,4.46799999999999,1
20000,6.19399999999999,0,4.47,1
20000,6.16299999999998,0,4.428,1
20000,1.68299999999999,0,0.353999999999985,1
20000,0.525000000000006,0,0.371000000000009,1
20000,0.527999999999992,0,0.373000000000019,1
20000,0.528999999999996,0,0.375,1
20000,0.533999999999992,0,0.382000000000005,1
20000,0.562000000000012,0,0.371999999999986,1
20000,0.532000000000011,0,0.375,1
