"experiment","n","k","rep","method","time","batch","block_elapsed","detected"
"vary_n",758,0,8,"PELT",0.000714285714285741,84,0.0600000000000023,1
"vary_n",758,0,8,"SVP Gaussian / right / c = 1.642",0.000112500000000004,560,0.0630000000000024,1
"vary_n",758,0,8,"SVP Gaussian / none / c = 0.968",0.000112500000000004,560,0.0630000000000024,1
"vary_n",758,0,8,"SVP Gaussian / both / c = 1.987",0.0106666666666667,6,0.0640000000000001,1
"vary_n",758,0,9,"SVP Gaussian / none / c = 0.968",0.0012321428571429,56,0.0690000000000026,1
"vary_n",758,0,9,"SVP Gaussian / right / c = 1.642",0.000107272727272723,550,0.0589999999999975,1
"vary_n",758,0,9,"PELT",0.000660714285714269,112,0.0739999999999981,1
"vary_n",758,0,9,"SVP Gaussian / both / c = 1.987",0.00950000000000036,6,0.0570000000000022,1
"vary_n",758,0,10,"PELT",0.000705357142857148,112,0.0790000000000006,1
"vary_n",758,0,10,"SVP Gaussian / right / c = 1.642",0.000107142857142861,560,0.0600000000000023,1
"vary_n",758,0,10,"SVP Gaussian / none / c = 0.968",0.0001090909090909,550,0.0599999999999952,1
"vary_n",758,0,10,"SVP Gaussian / both / c = 1.987",0.0100000000000004,6,0.0600000000000023,1
"vary_n",758,0,11,"SVP Gaussian / both / c = 1.987",0.0103333333333329,6,0.0619999999999976,1
"vary_n",758,0,11,"PELT",0.000627272727272686,110,0.0689999999999955,1
"vary_n",758,0,11,"SVP Gaussian / right / c = 1.642",0.000108928571428571,560,0.0609999999999999,1
"vary_n",758,0,11,"SVP Gaussian / none / c = 0.968",0.00132727272727261,55,0.0729999999999933,1
"vary_n",758,0,12,"SVP Gaussian / both / c = 1.987",0.0100000000000001,10,0.100000000000001,1
"vary_n",758,0,12,"SVP Gaussian / right / c = 1.642",0.000110714285714281,560,0.0619999999999976,1
"vary_n",758,0,12,"SVP Gaussian / none / c = 0.968",0.00108928571428571,56,0.0609999999999999,1
"vary_n",758,0,12,"PELT",0.000598214285714287,112,0.0670000000000002,1
"vary_n",908,0,1,"SVP Gaussian / both / c = 1.987",0.0142500000000005,4,0.0570000000000022,1
"vary_n",908,0,1,"SVP Gaussian / none / c = 0.968",0.000127232142857132,448,0.056999999999995,1
"vary_n",908,0,1,"PELT",0.000964285714285624,56,0.0539999999999949,1
"vary_n",908,0,1,"SVP Gaussian / right / c = 1.642",0.000121818181818182,550,0.0670000000000002,1
"vary_n",908,0,2,"SVP Gaussian / both / c = 1.987",0.0142500000000005,4,0.0570000000000022,1
"vary_n",908,0,2,"SVP Gaussian / none / c = 0.968",0.000305263157894773,190,0.0580000000000069,1
"vary_n",908,0,2,"SVP Gaussian / right / c = 1.642",0.000119642857142857,560,0.0670000000000002,1
"vary_n",908,0,2,"PELT",0.000705357142857085,112,0.0789999999999935,1
"vary_n",908,0,3,"SVP Gaussian / both / c = 1.987",0.0154999999999994,4,0.0619999999999976,1
"vary_n",908,0,3,"SVP Gaussian / none / c = 0.968",0.00105357142857151,56,0.0590000000000046,1
"vary_n",908,0,3,"PELT",0.000999999999999995,55,0.0549999999999997,1
"vary_n",908,0,3,"SVP Gaussian / right / c = 1.642",0.000125000000000001,560,0.0700000000000003,1
"vary_n",908,0,4,"SVP Gaussian / right / c = 1.642",0.000119642857142857,560,0.0670000000000002,1
"vary_n",908,0,4,"SVP Gaussian / none / c = 0.968",0.00203571428571411,28,0.056999999999995,1
"vary_n",908,0,4,"SVP Gaussian / both / c = 1.987",0.01525,4,0.0609999999999999,1
"vary_n",908,0,4,"PELT",0.000633928571428553,112,0.070999999999998,1
"vary_n",908,0,5,"PELT",0.00103571428571428,56,0.0579999999999998,1
"vary_n",908,0,5,"SVP Gaussian / right / c = 1.642",0.00012142857142858,560,0.068000000000005,1
"vary_n",908,0,5,"SVP Gaussian / none / c = 0.968",0.000128571428571433,560,0.0720000000000027,1
"vary_n",908,0,5,"SVP Gaussian / both / c = 1.987",0.0147500000000012,4,0.0590000000000046,1
"vary_n",908,0,6,"SVP Gaussian / none / c = 0.968",0.000221428571428563,280,0.0619999999999976,1
"vary_n",908,0,6,"PELT",0.000714285714285763,112,0.0800000000000054,1
"vary_n",908,0,6,"SVP Gaussian / both / c = 1.987",0.0142500000000005,4,0.0570000000000022,1
"vary_n",908,0,6,"SVP Gaussian / right / c = 1.642",0.000117857142857147,560,0.0660000000000025,1
"vary_n",908,0,7,"SVP Gaussian / right / c = 1.642",0.000114285714285714,560,0.0640000000000001,1
"vary_n",908,0,7,"SVP Gaussian / both / c = 1.987",0.0142500000000005,4,0.0570000000000022,1
"vary_n",908,0,7,"SVP Gaussian / none / c = 0.968",0.0019285714285715,28,0.054000000000002,1
"vary_n",908,0,7,"PELT",0.000785714285714231,84,0.0659999999999954,1
"vary_n",908,0,8,"PELT",0.00107272727272723,55,0.0589999999999975,1
"vary_n",908,0,8,"SVP Gaussian / none / c = 0.968",0.000128571428571433,560,0.0720000000000027,1
"vary_n",908,0,8,"SVP Gaussian / both / c = 1.987",0.01525,4,0.0609999999999999,1
"vary_n",908,0,8,"SVP Gaussian / right / c = 1.642",0.000119999999999992,550,0.0659999999999954,1
"vary_n",908,0,9,"SVP Gaussian / none / c = 0.968",0.000254464285714295,224,0.0570000000000022,1
"vary_n",908,0,9,"SVP Gaussian / both / c = 1.987",0.0147499999999994,4,0.0589999999999975,1
"vary_n",908,0,9,"PELT",0.00091071428571432,56,0.0510000000000019,1
"vary_n",908,0,9,"SVP Gaussian / right / c = 1.642",0.000121818181818182,550,0.0670000000000002,1
"vary_n",908,0,10,"PELT",0.00121818181818182,55,0.0670000000000002,1
"vary_n",908,0,10,"SVP Gaussian / right / c = 1.642",0.000121428571428568,560,0.0679999999999978,1
"vary_n",908,0,10,"SVP Gaussian / both / c = 1.987",0.0149999999999988,4,0.0599999999999952,1
"vary_n",908,0,10,"SVP Gaussian / none / c = 0.968",0.00119999999999992,55,0.0659999999999954,1
"vary_n",908,0,11,"SVP Gaussian / right / c = 1.642",0.000121428571428568,560,0.0679999999999978,1
"vary_n",908,0,11,"SVP Gaussian / both / c = 1.987",0.0142500000000005,4,0.0570000000000022,1
"vary_n",908,0,11,"PELT",0.000749999999999965,112,0.0839999999999961,1
"vary_n",908,0,11,"SVP Gaussian / none / c = 0.968",0.0019285714285715,28,0.054000000000002,1
"vary_n",908,0,12,"SVP Gaussian / right / c = 1.642",0.000116071428571425,560,0.0649999999999977,1
"vary_n",908,0,12,"PELT",0.00101785714285718,56,0.0570000000000022,1
"vary_n",908,0,12,"SVP Gaussian / none / c = 0.968",0.000128571428571421,560,0.0719999999999956,1
"vary_n",908,0,12,"SVP Gaussian / both / c = 1.987",0.0150000000000006,4,0.0600000000000023,1
"vary_n",1088,0,1,"SVP Gaussian / none / c = 0.968",0.000964285714285666,84,0.080999999999996,1
"vary_n",1088,0,1,"PELT",0.000794642857142845,112,0.0889999999999986,1
"vary_n",1088,0,1,"SVP Gaussian / right / c = 1.642",0.000138636363636364,440,0.0609999999999999,1
"vary_n",1088,0,1,"SVP Gaussian / both / c = 1.987",0.0213333333333334,3,0.0640000000000001,1
"vary_n",1088,0,2,"SVP Gaussian / right / c = 1.642",0.000136160714285714,448,0.0609999999999999,1
"vary_n",1088,0,2,"PELT",0.000927272727272633,55,0.0509999999999948,1
"vary_n",1088,0,2,"SVP Gaussian / none / c = 0.968",0.000848214285714276,112,0.0949999999999989,1
"vary_n",1088,0,2,"SVP Gaussian / both / c = 1.987",0.0206666666666659,3,0.0619999999999976,1
"vary_n",1088,0,3,"SVP Gaussian / right / c = 1.642",0.00014107142857143,560,0.0790000000000006,1
"vary_n",1088,0,3,"SVP Gaussian / none / c = 0.968",0.000148214285714283,560,0.0829999999999984,1
"vary_n",1088,0,3,"PELT",0.00125,56,0.0700000000000003,1
"vary_n",1088,0,3,"SVP Gaussian / both / c = 1.987",0.0206666666666659,3,0.0619999999999976,1
