"method","k","replicates","mean_time","median_time","lower","upper"
"SVP Gaussian / none / c = 0.968",63,48,0.354375000000009,0.353999999999814,0.353000000000065,0.354500000000144
"SVP Gaussian / none / c = 0.968",64,48,0.3545625,0.354000000000269,0.353999999999814,0.355000000000018
"SVP Gaussian / none / c = 0.968",65,48,0.354625000000027,0.354000000000269,0.353999999999814,0.355000000000018
"SVP Gaussian / none / c = 0.968",66,48,0.355145833333381,0.354000000000269,0.354000000000269,0.355000000000018
"SVP Gaussian / none / c = 0.968",67,48,0.35508333333334,0.355000000000018,0.354000000000269,0.355499999999893
"SVP Gaussian / none / c = 0.968",68,48,0.355437499999979,0.355000000000018,0.354000000000269,0.355999999999767
"SVP Gaussian / none / c = 0.968",69,48,0.356729166666691,0.356000000000108,0.355499999999893,0.356000000000222
"SVP Gaussian / none / c = 0.968",70,48,0.355937499999996,0.355999999999767,0.355000000000018,0.356999999999971
"SVP Gaussian / none / c = 0.968",71,48,0.356354166666681,0.356000000000222,0.355999999999767,0.356999999999971
"SVP Gaussian / none / c = 0.968",72,48,0.356354166666691,0.356000000000222,0.355999999999767,0.356999999999971
"SVP Gaussian / none / c = 0.968",73,48,0.356270833333374,0.356000000000222,0.355000000000018,0.356999999999971
"SVP Gaussian / none / c = 0.968",74,48,0.356187500000028,0.355999999999767,0.355000000000018,0.356000000000222
"SVP Gaussian / none / c = 0.968",75,48,0.357104166666664,0.356999999999971,0.356000000000222,0.357000000000426
"SVP Gaussian / none / c = 0.968",76,48,0.357166666666643,0.356999999999971,0.356999999999971,0.357499999999845
"SVP Gaussian / none / c = 0.968",77,48,0.356250000000008,0.355999999999881,0.355000000000018,0.356000000000222
"SVP Gaussian / none / c = 0.968",78,48,0.35722916666667,0.356999999999971,0.356999999999971,0.357000000000198
"SVP Gaussian / none / c = 0.968",79,48,0.357166666666648,0.356999999999971,0.356000000000222,0.35799999999972
"SVP Gaussian / none / c = 0.968",80,48,0.357499999999992,0.356999999999971,0.356999999999971,0.357999999999947
"SVP Gaussian / none / c = 0.968",81,48,0.357354166666662,0.356999999999971,0.356999999999971,0.358000000000175
"SVP Gaussian / none / c = 0.968",82,48,0.357666666666683,0.35799999999972,0.356999999999971,0.358000000000175
"SVP Gaussian / none / c = 0.968",83,48,0.357562499999972,0.356999999999971,0.356999999999971,0.357999999999947
"SVP Gaussian / none / c = 0.968",84,48,0.357729166666649,0.35799999999972,0.356999999999971,0.358000000000175
"SVP Gaussian / none / c = 0.968",85,48,0.358916666666668,0.358000000000061,0.356999999999971,0.358999999999924
"SVP Gaussian / none / c = 0.968",86,48,0.358416666666637,0.358000000000175,0.35799999999972,0.358999999999924
"SVP Gaussian / none / c = 0.968",87,48,0.358312500000011,0.358000000000175,0.35799999999972,0.358999999999924
"SVP Gaussian / none / c = 0.968",88,48,0.358583333333305,0.358000000000175,0.35799999999972,0.359000000000151
"SVP Gaussian / none / c = 0.968",89,48,0.357270833333284,0.356999999999971,0.356000000000222,0.35799999999972
"SVP Gaussian / none / c = 0.968",90,48,0.357395833333319,0.356999999999971,0.356500000000096,0.357999999999947
"SVP Gaussian / none / c = 0.968",91,48,0.357229166666656,0.356999999999971,0.356999999999971,0.357499999999959
"SVP Gaussian / none / c = 0.968",92,48,0.357770833333352,0.356999999999971,0.356999999999971,0.358012500000171
"SVP Gaussian / none / c = 0.968",93,48,0.358395833333323,0.357999999999947,0.356999999999971,0.358999999999924
"SVP Gaussian / none / c = 0.968",94,48,0.357791666666657,0.35799999999972,0.356999999999971,0.358000000000175
"SVP Gaussian / none / c = 0.968",95,48,0.357937500000015,0.357499999999845,0.356999999999971,0.358500000000049
"SVP Gaussian / none / c = 0.968",96,48,0.35860416666668,0.358000000000175,0.358000000000175,0.358999999999924
"SVP Gaussian / none / c = 0.968",97,48,0.359041666666675,0.358999999999924,0.358999999999924,0.359500000000025
"SVP Gaussian / none / c = 0.968",98,48,0.359395833333342,0.358999999999924,0.358999999999924,0.3599999999999
"SVP Gaussian / none / c = 0.968",99,48,0.358916666666677,0.358999999999924,0.358000000000175,0.359000000000378
"SVP Gaussian / none / c = 0.968",100,48,0.359250000000031,0.358999999999924,0.358500000000049,0.360000000000127
"SVP Gaussian / right / c = 1.642",0,12,0.00107486471861478,0.00106298701298697,0.00104496753246791,0.00107272727272671
"SVP Gaussian / right / c = 1.642",1,12,0.853000000000004,0.855000000000018,0.847999999999985,0.865000000000009
"SVP Gaussian / right / c = 1.642",2,12,0.556583333333326,0.554500000000019,0.547499999999985,0.563999999999993
"SVP Gaussian / right / c = 1.642",3,12,0.41291666666667,0.413499999999999,0.409500000000008,0.415500000000009
"SVP Gaussian / right / c = 1.642",4,12,0.32983333333334,0.330499999999972,0.326500000000038,0.332999999999998
"SVP Gaussian / right / c = 1.642",5,12,0.269833333333352,0.27000000000001,0.268000000000029,0.271500000000003
"SVP Gaussian / right / c = 1.642",6,12,0.230250000000003,0.230000000000018,0.229500000000002,0.231000000000023
"SVP Gaussian / right / c = 1.642",7,12,0.201083333333334,0.200999999999993,0.199999999999989,0.201999999999998
"SVP Gaussian / right / c = 1.642",8,12,0.177749999999998,0.178499999999985,0.175999999999959,0.179000000000002
"SVP Gaussian / right / c = 1.642",9,12,0.158750000000007,0.158999999999992,0.157000000000039,0.160500000000013
"SVP Gaussian / right / c = 1.642",10,12,0.144583333333334,0.144499999999994,0.143000000000029,0.145500000000027
"SVP Gaussian / right / c = 1.642",11,12,0.131666666666651,0.131999999999948,0.130999999999972,0.132000000000062
"SVP Gaussian / right / c = 1.642",12,12,0.121583333333376,0.122000000000014,0.12050000000005,0.123000000000047
"SVP Gaussian / right / c = 1.642",13,12,0.113083333333331,0.113000000000056,0.112499999999955,0.113999999999976
"SVP Gaussian / right / c = 1.642",14,12,0.104666666666674,0.10450000000003,0.103999999999985,0.105000000000018
"SVP Gaussian / right / c = 1.642",15,12,0.0980000000000227,0.09800000000007,0.0979999999999563,0.0990000000000464
"SVP Gaussian / right / c = 1.642",16,12,0.0924166666666792,0.0920000000000414,0.0919999999999845,0.0930000000000746
"SVP Gaussian / right / c = 1.642",17,12,0.0870000000000175,0.0869999999999891,0.0860000000000127,0.0880000000000223
"SVP Gaussian / right / c = 1.642",18,12,0.0825000000000102,0.08299999999997,0.0819999999999936,0.0830000000000268
"SVP Gaussian / right / c = 1.642",19,12,0.0775000000000053,0.0779999999999745,0.0769999999999982,0.0780000000000314
"SVP Gaussian / right / c = 1.642",20,12,0.0740833333333342,0.0740000000000123,0.0734999999999673,0.0749999999999886
"SVP Gaussian / right / c = 1.642",21,12,0.070416666666669,0.07000000000005,0.0699999999999363,0.0710000000000264
"SVP Gaussian / right / c = 1.642",22,12,0.0675833333333458,0.0674999999999955,0.0670000000000073,0.0679999999999836
"SVP Gaussian / right / c = 1.642",23,12,0.0645833333333314,0.0649999999999409,0.0639999999999645,0.0650000000000546
"SVP Gaussian / right / c = 1.642",24,12,0.0618333333333491,0.0620000000000118,0.0615000000000236,0.0620000000000118
"SVP Gaussian / right / c = 1.642",25,12,0.0596666666666579,0.0599999999999454,0.0590000000000259,0.0600000000000023
"SVP Gaussian / right / c = 1.642",26,12,0.0573333333333418,0.0570000000000164,0.0570000000000164,0.0579999999999927
"SVP Gaussian / right / c = 1.642",27,12,0.0547499999999938,0.0550000000000068,0.0539999999999736,0.0550000000000637
"SVP Gaussian / right / c = 1.642",28,12,0.0534999999999949,0.0534999999999854,0.0529999999999973,0.0539999999999736
"SVP Gaussian / right / c = 1.642",29,12,0.0514166666666824,0.0510000000000446,0.0509999999999877,0.0520000000000209
"SVP Gaussian / right / c = 1.642",30,12,0.0497083333333611,0.0497500000000173,0.0492500000000291,0.0500000000000682
"SVP Gaussian / right / c = 1.642",31,12,0.0478333333333344,0.0477500000000077,0.0475000000000136,0.0480000000000018
"SVP Gaussian / right / c = 1.642",32,12,0.0463333333333367,0.0464999999999804,0.0459999999999923,0.0465000000000096
"SVP Gaussian / right / c = 1.642",33,12,0.044999999999997,0.0449999999999875,0.0445000000000277,0.04525000000001
"SVP Gaussian / right / c = 1.642",34,12,0.0434999999999898,0.0434999999999945,0.0434999999999945,0.0434999999999945
"SVP Gaussian / right / c = 1.642",35,12,0.0424166666666584,0.0424999999999898,0.0419999999999732,0.0427562500000121
"SVP Gaussian / right / c = 1.642",36,12,0.0409999999999968,0.0409999999999968,0.0409999999999968,0.0409999999999968
"SVP Gaussian / right / c = 1.642",37,12,0.0401250000000033,0.0400000000000205,0.0400000000000205,0.0404999999999802
"SVP Gaussian / right / c = 1.642",38,12,0.0387499999999932,0.0387499999999932,0.0384999999999991,0.0389999999999873
"SVP Gaussian / right / c = 1.642",39,12,0.0380000000000062,0.0380000000000109,0.0377499999999884,0.0384999999999991
"SVP Gaussian / right / c = 1.642",40,12,0.0367916666666588,0.0367499999999836,0.0364999999999895,0.0369999999999777
"SVP Gaussian / right / c = 1.642",41,12,0.0359583333333357,0.0360000000000014,0.0357500000000073,0.0362499999999955
"SVP Gaussian / right / c = 1.642",42,12,0.0350833333333327,0.035000000000025,0.0349999999999682,0.0352499999999907
"SVP Gaussian / right / c = 1.642",43,12,0.034000000000006,0.0339999999999918,0.0339999999999918,0.0340000000000202
"SVP Gaussian / right / c = 1.642",44,12,0.0334583333333285,0.0335000000000036,0.0332500000000095,0.0335000000000036
"SVP Gaussian / right / c = 1.642",45,12,0.0326666666666616,0.0324999999999989,0.0324999999999704,0.0330000000000155
"SVP Gaussian / right / c = 1.642",46,12,0.0321666666666687,0.0320000000000391,0.0319999999999823,0.0324999999999989
"SVP Gaussian / right / c = 1.642",47,12,0.0311666666666686,0.0310000000000059,0.0310000000000059,0.0314999999999941
"SVP Gaussian / right / c = 1.642",48,12,0.0304166666666722,0.0305000000000177,0.0302499999999952,0.0305000000000177
"SVP Gaussian / right / c = 1.642",49,12,0.029916666666665,0.0300000000000011,0.029500000000013,0.0300000000000296
"SVP Gaussian / right / c = 1.642",50,12,0.0293750000000017,0.0294999999999845,0.0289999999999964,0.0295000000000414
"SVP Gaussian / right / c = 1.642",51,12,0.0288333333333289,0.0289999999999964,0.0285000000000082,0.0289999999999964
"SVP Gaussian / right / c = 1.642",52,12,0.0284166666666721,0.0284999999999798,0.02800000000002,0.0287500000000023
"SVP Gaussian / right / c = 1.642",53,12,0.0278888888888752,0.0279999999999632,0.0275833333333158,0.02800000000002
"SVP Gaussian / right / c = 1.642",54,12,0.0273055555555588,0.0273333333333312,0.0269999999999963,0.0275000000000318
"SVP Gaussian / right / c = 1.642",55,12,0.0267500000000054,0.0266666666666803,0.0266666666666614,0.0270000000000058
"SVP Gaussian / right / c = 1.642",56,12,0.0261388888888897,0.0260000000000105,0.0259999999999915,0.0263333333333359
"SVP Gaussian / right / c = 1.642",57,12,0.0256388888888889,0.0256666666666661,0.0253333333333406,0.0258333333333288
"SVP Gaussian / right / c = 1.642",58,12,0.0251666666666653,0.0251666666666779,0.0249999999999773,0.0253333333333406
"SVP Gaussian / right / c = 1.642",59,12,0.0247222222222218,0.0246666666666708,0.0246666666666518,0.0246666666666897
"SVP Gaussian / right / c = 1.642",60,12,0.0242777777777753,0.0243333333333264,0.0243333333333264,0.0243333333333264
"SVP Gaussian / right / c = 1.642",61,12,0.0239444444444467,0.0240000000000009,0.0236666666666755,0.0240000000000009
"SVP Gaussian / right / c = 1.642",62,12,0.0235000000000159,0.0235000000000127,0.0233333333333879,0.0236666666666565
"SVP Gaussian / right / c = 1.642",63,12,0.0231944444444455,0.0233333333333121,0.0229999999999867,0.0233333333333121
"SVP Gaussian / right / c = 1.642",64,12,0.0227499999999989,0.0226666666666612,0.0226666666666612,0.0228333333333618
"SVP Gaussian / right / c = 1.642",65,12,0.0222777777777752,0.0223333333333358,0.0223333333333358,0.0223333333333358
"SVP Gaussian / right / c = 1.642",66,12,0.0220833333333354,0.0220000000000103,0.0220000000000103,0.0223333333333358
"SVP Gaussian / right / c = 1.642",67,12,0.0217500000000099,0.0216666666666849,0.0216666666666849,0.0219999999999345
"SVP Gaussian / right / c = 1.642",68,12,0.0215000000000221,0.0215000000000221,0.0213333333333594,0.0216666666666849
"SVP Gaussian / right / c = 1.642",69,12,0.0211944444444549,0.0211666666666588,0.021000000000034,0.0213333333333594
"SVP Gaussian / right / c = 1.642",70,12,0.0207777777777665,0.0206666666666706,0.0206666666666327,0.0209999999999582
"SVP Gaussian / right / c = 1.642",71,12,0.0205555555555558,0.0206666666666327,0.0203333333333831,0.0206666666666706
"SVP Gaussian / right / c = 1.642",72,12,0.0203888888888994,0.0203333333333452,0.0203333333333073,0.0205000000000458
"SVP Gaussian / right / c = 1.642",73,12,0.0199444444444276,0.0199999999999818,0.0198333333333191,0.0199999999999818
"SVP Gaussian / right / c = 1.642",74,12,0.0197500000000193,0.0196666666667322,0.0196666666666564,0.019833333333357
"SVP Gaussian / right / c = 1.642",75,12,0.0193611111111143,0.0193333333333309,0.0193333333333309,0.0193333333333688
"SVP Gaussian / right / c = 1.642",76,12,0.0191666666666745,0.0193333333333309,0.0190000000000055,0.0193333333333309
"SVP Gaussian / right / c = 1.642",77,12,0.0188611111111135,0.0190000000000055,0.01866666666668,0.0190000000000055
"SVP Gaussian / right / c = 1.642",78,12,0.018750000000005,0.01866666666668,0.01866666666668,0.0188333333333427
"SVP Gaussian / right / c = 1.642",79,12,0.0185000000000125,0.0185000000000173,0.0183333333333546,0.01866666666668
"SVP Gaussian / right / c = 1.642",80,12,0.0182499999999995,0.0182499999999948,0.0180000000000291,0.0183333333333546
"SVP Gaussian / right / c = 1.642",81,12,0.0181666666666808,0.0182499999999948,0.0180000000000291,0.018291666666651
"SVP Gaussian / right / c = 1.642",82,12,0.0177916666666596,0.0177499999999782,0.0176666666666658,0.0179999999999723
"SVP Gaussian / right / c = 1.642",83,12,0.0176874999999781,0.0176249999999811,0.0174999999999841,0.0178749999999752
"SVP Gaussian / right / c = 1.642",84,12,0.0173333333333308,0.01724999999999,0.01724999999999,0.0174999999999841
"SVP Gaussian / right / c = 1.642",85,12,0.01714583333334,0.01724999999999,0.0169999999999959,0.01724999999999
"SVP Gaussian / right / c = 1.642",86,12,0.0169375000000021,0.0169999999999959,0.0167500000000018,0.0169999999999959
"SVP Gaussian / right / c = 1.642",87,12,0.0168124999999956,0.0167500000000018,0.0167500000000018,0.0169999999999959
"SVP Gaussian / right / c = 1.642",88,12,0.0165833333333296,0.0165000000000077,0.0165000000000077,0.0167499999999734
"SVP Gaussian / right / c = 1.642",89,12,0.0164583333333231,0.0164999999999793,0.0163749999999823,0.0165000000000077
"SVP Gaussian / right / c = 1.642",90,12,0.0161666666666633,0.0162500000000136,0.0159999999999911,0.0162500000000136
"SVP Gaussian / right / c = 1.642",91,12,0.0160625000000039,0.0160000000000196,0.0159999999999911,0.0162500000000136
"SVP Gaussian / right / c = 1.642",92,12,0.0157708333333394,0.0157500000000255,0.0157499999999686,0.0158750000000225
"SVP Gaussian / right / c = 1.642",93,12,0.0156666666666609,0.0157499999999686,0.0155000000000314,0.0157499999999686
"SVP Gaussian / right / c = 1.642",94,12,0.0155208333333263,0.0154999999999745,0.0154999999999745,0.015625
"SVP Gaussian / right / c = 1.642",95,12,0.015333333333326,0.0152500000000089,0.0152499999999804,0.0154999999999745
"SVP Gaussian / right / c = 1.642",96,12,0.015166666666668,0.0152499999999804,0.0149999999999864,0.0152500000000373
"SVP Gaussian / right / c = 1.642",97,12,0.0150208333333334,0.0150000000000148,0.0149999999999864,0.0151250000000118
"SVP Gaussian / right / c = 1.642",98,12,0.0148958333333316,0.0148749999999893,0.0147499999999923,0.0149999999999864
"SVP Gaussian / right / c = 1.642",99,12,0.0147291666666642,0.0147499999999923,0.0147499999999923,0.0147499999999923
"SVP Gaussian / right / c = 1.642",100,12,0.0145416666666686,0.0144999999999982,0.0144999999999982,0.0146249999999952
