"method","detected","replicates","mean_time","median_time","lower","upper"
"DeCAFS AR1",57,65,0.00240725853094259,0.00239473684210847,0.00239473684210249,0.00242105263158153
"DeCAFS AR1",58,64,0.00240348919172969,0.00239473684210847,0.0023928571428574,0.00242105263158153
"DeCAFS AR1",59,64,0.00238140272556366,0.0023928571428574,0.00236842105263242,0.0023928571428574
"DeCAFS AR1",60,63,0.00238894856188172,0.0023928571428574,0.00236842105263541,0.00239473684210249
"DeCAFS AR1",61,65,0.0023857432041637,0.00236842105263541,0.00236842105263511,0.0023928571428574
"DeCAFS AR1",62,64,0.00238016917293273,0.0023928571428574,0.00236842105262344,0.00239473684210249
"DeCAFS AR1",63,63,0.00236564625850455,0.00236842105263541,0.00235714285713584,0.00236842105263541
"DeCAFS AR1",64,64,0.00236871475563953,0.00236278195489375,0.00234210526316235,0.0023928571428574
"DeCAFS AR1",65,65,0.00236801619433184,0.00236842105262344,0.00235714285713584,0.00236842105263541
"DeCAFS AR1",66,63,0.00236370688626277,0.00235714285713584,0.00234210526315636,0.00236842105263541
"DeCAFS AR1",67,64,0.00235602678571543,0.00235714285713584,0.00234210526315636,0.00236842105263541
"DeCAFS AR1",68,64,0.00234598214285589,0.00234962406015209,0.00234210526315636,0.00235714285715208
"DeCAFS AR1",69,65,0.00235647773279358,0.00236842105262344,0.00234210526315636,0.00236842105263541
"DeCAFS AR1",70,64,0.0023372591635354,0.00234210526315636,0.00232142857143052,0.00234210526316833
"DeCAFS AR1",71,64,0.00233056273496204,0.00232142857143052,0.0023214285714224,0.00234210526315636
"DeCAFS AR1",72,63,0.00233037952023,0.00232142857143052,0.00231578947368928,0.00234210526315636
"DeCAFS AR1",73,65,0.00233843262001196,0.00234210526315636,0.00232142857143052,0.00234210526315636
"DeCAFS AR1",74,64,0.00232991658834638,0.00232142857143052,0.00232142857143052,0.00234210526315636
"DeCAFS AR1",75,62,0.0023331615328634,0.00232142857143052,0.0023214285714222,0.00234210526315636
"DeCAFS AR1",76,66,0.00232310890863491,0.00232142857143052,0.00231578947368928,0.00233176691729344
"DeCAFS AR1",77,60,0.00232271303258096,0.00232142857143052,0.00231578947367732,0.00232142857143052
"DeCAFS AR1",78,68,0.00231672932330828,0.00231578947368928,0.00228947368421024,0.00232142857143052
"DeCAFS AR1",79,64,0.00231669995300744,0.00231578947367732,0.00228947368421024,0.00232142857143052
"DeCAFS AR1",80,64,0.00230051691729386,0.00230263157894378,0.00228571428571708,0.0023186090225599
"DeCAFS AR1",81,63,0.00230833034968452,0.00231578947368928,0.00228947368421024,0.00232142857143052
"DeCAFS AR1",82,63,0.00230000596730003,0.00228947368421024,0.0022857142857252,0.00231578947368928
"DeCAFS AR1",83,66,0.00230157780815761,0.00228947368421024,0.00228571428571708,0.00231578947368928
"DeCAFS AR1",84,63,0.00228323785654655,0.00228571428570896,0.00226315789474316,0.00228580827068733
"DeCAFS AR1",85,64,0.00229335056391014,0.0022857142857252,0.00228571428570896,0.00231578947367732
"DeCAFS AR1",86,64,0.00228125000000044,0.00228571428570896,0.00226315789474316,0.00228947368421024
"DeCAFS AR1",87,65,0.00227868710237156,0.00228571428570896,0.00226315789473119,0.0022857142857252
"DeCAFS AR1",88,63,0.00227786728726661,0.00226315789474316,0.00226315789474316,0.0022857142857252
"DeCAFS AR1",89,65,0.0022866396761135,0.0022857142857252,0.00228571428570896,0.00228947368421024
"DeCAFS AR1",90,64,0.00227217457706808,0.00228571428570896,0.00226315789473119,0.00228571428571708
"DeCAFS AR1",91,64,0.00226212993420902,0.00226315789473119,0.00224999999999552,0.00228571428570896
"DeCAFS AR1",92,62,0.00225724593742405,0.00225000000000364,0.00223684210526412,0.00226315789474316
"DeCAFS AR1",93,64,0.00226333411654174,0.00225657894736742,0.00225000000000364,0.00226315789474316
"DeCAFS AR1",94,65,0.00225193753614793,0.0022499999999874,0.00223684210526412,0.00225000000000364
"DeCAFS AR1",95,64,0.0022451832706765,0.0022499999999874,0.00223684210525813,0.00225000000000364
"DeCAFS AR1",96,65,0.00223990746096037,0.00223684210526412,0.00221428571429832,0.00225000000000364
"DeCAFS AR1",97,64,0.00224195253759315,0.00224999999999552,0.00221428571428208,0.00225000000000364
"DeCAFS AR1",98,63,0.00222454946891068,0.00223684210525215,0.00221428571428208,0.00223684210526412
"DeCAFS AR1",99,64,0.0022297638627816,0.00223684210525813,0.00221428571428208,0.00224342105262576
"DeCAFS AR1",100,64,0.00222612194548811,0.0022142857142902,0.00221428571428208,0.00224342105262576
